Id.x,SpsCode,DBH,StreetName,StreetNumber,City
48274,ACSP2,1,2ND AVE,2949,Sacramento
12267,ACSP2,1,LOS ROBLES BLVD,1012,Sacramento
72420,ACSP2,1,ROANOKE AVE,1140,Sacramento
42634,ACSP2,1,LOS ROBLES BLVD,1012,Sacramento
26691,ACSP2,1,VINCI AVE,1315,Sacramento
92879,ACSP2,1,21ST AVE,5800x,Sacramento
3677,ACSP2,1,DEL PASO BLVD,3232,Sacramento
28883,ACSP2,1,21ST AVE,7700x,Sacramento
24461,ACSP2,1,LOS ROBLES BLVD,1012,Sacramento
91346,ACSP2,2,26TH ST,2675,Sacramento
28873,ACSP2,1,21ST AVE,7100x,Sacramento
33886,ACSP2,1,DEL PASO BLVD,3236,Sacramento
72423,ACSP2,2,BELDEN ST,1044,Sacramento
84035,ACSP2,1,ALHAMBRA BLVD,601,Sacramento
42633,ACSP2,1,BALSAM ST,1544,Sacramento
73124,ACSP2,1,RIO LINDA BLVD,4535,Sacramento
24433,ACSP2,1,ROANOKE AVE,1140,Sacramento
45940,ACSP2,3,LOS ROBLES BLVD,1833,Sacramento
42351,ACSP2,1,5TH AVE,3500,Sacramento
50746,ACSP2,1,VINCI AVE,1315,Sacramento
43118,ACSP2,1,CUTTING WAY,614,Sacramento
70913,ACSP2,1,LOS ROBLES BLVD,1944,Sacramento
38776,ACSP2,1,VINCI AVE,1315,Sacramento
93946,ACSP2,3,7TH ST,703,Sacramento
84321,ACSP2,2,WOODLAKE DR,2142,Sacramento
6710,ACSP2,4,34TH AVE,2140,Sacramento
22881,ACSP2,1,DEL PASO BLVD,3236,Sacramento
9357,ACSP2,1,DEL PASO BLVD,3236,Sacramento
84364,ACSP2,3,ELM ST,3809,Sacramento
4659,ACSP2,1,DEL PASO BLVD,3236,Sacramento
46141,ACSP2,1,IVY ST,3546,Sacramento
90243,ACSP2,1,ROANOKE AVE,1140,Sacramento
87770,ACSP2,2,DEL PASO BLVD,3232,Sacramento
6293,ACSP2,2,RIVERA DR,1200,Sacramento
43720,ACSP2,2,5TH AVE,3500,Sacramento
88855,ACSP2,1,8TH AVE,2524,Sacramento
47525,ACSP2,5,POCKET CANAL,700,Sacramento
30134,ACSP2,5,ALHAMBRA BLVD,601,Sacramento
54582,ACSP2,1,ROANOKE AVE,1140,Sacramento
36231,ACSP2,1,ALHAMBRA BLVD,601,Sacramento
93338,ACSP2,1,21ST AVE,7300x,Sacramento
37726,ACSP2,1,CONGRESS AVE,937,Sacramento
90244,ACSP2,1,ROANOKE AVE,1140,Sacramento
72115,ACSP2,1,W ST,2231,Sacramento
30396,ACSP2,1,ROANOKE AVE,1140,Sacramento
36537,ACSP2,1,CONGRESS AVE,1121,Sacramento
17966,ACSP2,1,ALHAMBRA BLVD,601,Sacramento
78317,ACSP2,1,HARRIS AVE,3901,Sacramento
48505,ACSP2,3,ALAMOS AVE,1157,Sacramento
67040,ACSP2,1,CUTTING WAY,614,Sacramento
47151,ACSP2,1,DEL PASO BLVD,3232,Sacramento
73778,ACSP2,1,CUTTING WAY,614,Sacramento
44870,ACSP2,1,VINCI AVE,1315,Sacramento
30960,ACSP2,1,CUTTING WAY,614,Sacramento
36223,ACSP2,3,ALHAMBRA BLVD,601,Sacramento
5351,ACSP2,2,ALHAMBRA BLVD,601,Sacramento
6712,ACSP2,4,NORMAN WAY,2140,Sacramento
45480,ACSP2,1,BROADWAY,1000,Sacramento
78952,ACSP2,1,GRACE AVE,1441,Sacramento
66477,ACSP2,1,ROANOKE AVE,1140,Sacramento
12248,ACSP2,1,ROANOKE AVE,1140,Sacramento
73170,ACSP2,1,JUDAH ST,3050,Sacramento
39342,ACSP2,1,BROADWAY,1000,Sacramento
36508,ACSP2,1,ROANOKE AVE,1140,Sacramento
69766,ACSP2,1,DEL PASO BLVD,3236,Sacramento
66526,ACSP2,1,MAY ST,3837,Sacramento
32831,ACSP2,1,5TH AVE,3500,Sacramento
61064,ACSP2,1,CUTTING WAY,614,Sacramento
47702,ACSP2,1,14TH AVE,3800,Sacramento
78951,ACSP2,3,GRACE AVE,1515,Sacramento
48486,ACSP2,1,MAY ST,3314,Sacramento
21563,ACSP2,1,DEL PASO BLVD,3236,Sacramento
36507,ACSP2,3,ROANOKE AVE,1140,Sacramento
72416,ACSP2,2,RIVERA DR,1117,Sacramento
12242,ACSP2,1,ROANOKE AVE,1140,Sacramento
6896,ACSP2,1,RIO LINDA BLVD,4535,Sacramento
23929,ACSP2,2,4TH AVE,3653,Sacramento
92878,ACSP2,1,21ST AVE,5800x,Sacramento
55004,ACSP2,5,34TH AVE,2140,Sacramento
41666,ACSP2,3,ALHAMBRA BLVD,601,Sacramento
90242,ACSP2,1,ROANOKE AVE,1140,Sacramento
60478,ACSP2,1,ROANOKE AVE,1140,Sacramento
61143,ACSP2,4,GRACE AVE,1515,Sacramento
28452,ACSP2,1,21ST AVE,5800x,Sacramento
84902,ACSP2,1,CUTTING WAY,614,Sacramento
25646,ACSP2,1,ROANOKE AVE,1140,Sacramento
72473,ACSP2,1,CLAY ST,3818,Sacramento
82772,ACSP2,1,DEL PASO BLVD,3236,Sacramento
69743,ACSP2,2,57TH AVE,2506,Sacramento
27838,ACSP2,1,IVY ST,3546,Sacramento
24444,ACSP2,2,RIVERA DR,1159,Sacramento
80582,ACSP2,1,VINCI AVE,1315,Sacramento
39955,ACSP2,1,IVY ST,3546,Sacramento
82246,ACSP2,1,CUTTING WAY,614,Sacramento
43117,ACSP2,1,CUTTING WAY,614,Sacramento
21536,ACSP2,2,ASTORIA ST,3921,Sacramento
6773,ACSP2,1,CUTTING WAY,614,Sacramento
18265,ACSP2,1,LOS ROBLES BLVD,1012,Sacramento
61144,ACSP2,1,GRACE AVE,1441,Sacramento
28449,ACSP2,1,21ST AVE,5800x,Sacramento
61065,ACSP2,1,CUTTING WAY,614,Sacramento
26838,ACSP2,3,ALHAMBRA BLVD,601,Sacramento
28615,ACSP2,1,BROADWAY,1000,Sacramento
9472,ACSP2,1,IVY ST,3546,Sacramento
64819,ACSP2,1,21ST AVE,7700x,Sacramento
5338,ACSP2,1,W ST,2231,Sacramento
68839,ACBU,1,P ST,1218,Sacramento
30035,ACBU,1,39TH ST,2941,Sacramento
63380,ACBU,1,24TH ST,6600,Sacramento
43582,ACBU,1,POWER INN RD,3300X,Sacramento
10042,ACBU,1,C ST,2513,Sacramento
7220,ACBU,1,V ST,2130,Sacramento
81025,ACBU,2,48TH ST,1544,Sacramento
84195,ACBU,1,53RD ST,5301,Sacramento
22914,ACBU,1,7TH ST,730,Sacramento
26789,ACBU,1,7TH ST,750,Sacramento
55542,ACBU,1,4TH AVE,4008,Sacramento
14940,ACBU,1,24TH ST,6600,Sacramento
91321,ACBU,1,3RD AVE,3909,Sacramento
83462,ACBU,1,V ST,2320,Sacramento
78283,ACBU,1,WOODLAKE DR,670,Sacramento
56044,ACBU,1,24TH ST,6600,Sacramento
1158,ACBU,1,25TH ST,2430,Sacramento
46278,ACBU,2,15TH ST,2126,Sacramento
45028,ACBU,1,V ST,1009,Sacramento
62263,ACBU,2,MARKHAM WAY,1561,Sacramento
24096,ACBU,1,V ST,2201,Sacramento
82039,ACBU,1,O ST,1430,Sacramento
81189,ACBU,1,24TH ST,6600,Sacramento
47019,ACBU,1,62ND ST,3108,Sacramento
2121,ACBU,1,KEUSMAN ST,8424,Sacramento
33803,ACBU,1,N ST,2120,Sacramento
29364,ACBU,1,D ST,2111,Sacramento
57865,ACBU,1,JASMINE ST,3845,Sacramento
61463,ACBU,1,POWER INN RD,3500,Sacramento
28952,ACBU,2,26TH ST,315,Sacramento
71922,ACBU,1,POWER INN RD,3300X,Sacramento
24244,ACBU,2,RIVERSIDE BLVD,2973,Sacramento
77218,ACBU,3,BROADWAY,1815,Sacramento
27620,ACBU,2,22ND ST,1026,Sacramento
31290,ACBU,2,20TH ST,421,Sacramento
66276,ACBU,1,55TH ST,2033,Sacramento
84256,ACBU,1,FERNLEY AVE,2280,Sacramento
35355,ACBU,2,C ST,2528,Sacramento
64137,ACBU,1,P ST,1725,Sacramento
66320,ACBU,1,Y ST,4924,Sacramento
38403,ACBU,1,9TH ST,609,Sacramento
45512,ACBU,1,24TH ST,7000,Sacramento
46318,ACBU,1,O ST,1430,Sacramento
77947,ACBU,1,3RD AVE,3201,Sacramento
47780,ACBU,1,10TH ST,1118,Sacramento
17394,ACBU,1,V ST,2131,Sacramento
11926,ACBU,1,U ST,2700,Sacramento
39035,ACBU,2,RIVERSIDE BLVD,2750,Sacramento
35547,ACBU,1,V ST,2201,Sacramento
64636,ACBU,1,24TH ST,7000,Sacramento
55389,ACBU,1,L ST,1116,Sacramento
15386,ACBU,2,H ST,1419,Sacramento
5105,ACBU,1,D ST,2300,Sacramento
38359,ACBU,3,H ST,4007,Sacramento
86462,ACBU,1,POWER INN RD,3500,Sacramento
29362,ACBU,1,25TH ST,1304,Sacramento
66316,ACBU,1,54TH ST,2200,Sacramento
81768,ACBU,1,BRIDGECROSS DR,5681,Sacramento
64085,ACBU,1,24TH ST,2400,Sacramento
89245,ACBU,2,U ST,4896,Sacramento
80624,ACBU,2,7TH ST,1727,Sacramento
9520,ACBU,1,21ST ST,2917,Sacramento
15298,ACBU,1,JOHN STILL DR,1934,Sacramento
40365,ACBU,1,51ST ST,2600,Sacramento
19271,ACBU,1,42ND ST,3016,Sacramento
21260,ACBU,1,RIVERSIDE BLVD,6645,Sacramento
71465,ACBU,1,POWER INN RD,3300X,Sacramento
9141,ACBU,1,BROADWAY,3000,Sacramento
23620,ACBU,1,L ST,1830,Sacramento
77562,ACBU,1,8TH AVE,825,Sacramento
75732,ACBU,1,69TH ST,101,Sacramento
5868,ACBU,1,3RD AVE,3992,Sacramento
39679,ACBU,1,JOHN STILL DR,110,Sacramento
28198,ACBU,2,28TH ST,2728,Sacramento
89350,ACBU,1,STOCKTON BLVD,2101x,Sacramento
65163,ACBU,1,DONNER WAY,2623,Sacramento
52306,ACBU,1,23RD ST,2301,Sacramento
58299,ACBU,1,E ST,2215,Sacramento
79723,ACBU,1,HERITAGE WOOD CIR,54,Sacramento
68890,ACBU,2,T ST,1927,Sacramento
37899,ACBU,1,WESTLAKE PKWY,6,Sacramento
45382,ACBU,1,52ND ST,5201,Sacramento
5153,ACBU,1,J ST,1821,Sacramento
85389,ACBU,1,3RD AVE,3961,Sacramento
5685,ACBU,3,34TH ST,3400,Sacramento
10015,ACBU,1,38TH ST,562,Sacramento
7088,ACBU,1,17TH ST,403,Sacramento
86815,ACBU,2,O ST,1100,Sacramento
17317,ACBU,1,V ST,3925,Sacramento
84032,ACBU,1,28TH ST,2100,Sacramento
47995,ACBU,1,25TH ST,1110,Sacramento
35749,ACBU,1,19TH ST,7712,Sacramento
9572,ACBU,2,5TH AVE,2450,Sacramento
36257,ACBU,1,8TH AVE,825,Sacramento
92674,ACBU,1,15TH ST,1431,Sacramento
94796,ACBU,1,NATOMA WAY,3844,Sacramento
44283,ACBU,1,IVY ST,3808,Sacramento
82443,ACBU,1,24TH ST,7000,Sacramento
40197,ACBU,2,X ST,910,Sacramento
21147,ACBU,1,24TH ST,7000,Sacramento
73342,ACBU,2,I ST,1808,Sacramento
6198,ACBU,1,FORREST ST,540,Sacramento
72294,ACBU,1,EL MONTE AVE,1812,Sacramento
9,ACBU,3,V ST,2139,Sacramento
18146,ACBU,2,BLACKWOOD ST,545,Sacramento
15446,ACBU,1,19TH ST,7781,Sacramento
41901,ACBU,1,K ST,2227,Sacramento
4553,ACBU,1,JOHN STILL DR,280,Sacramento
44216,ACBU,1,65TH ST,4791,Sacramento
42195,ACBU,1,4TH AVE,4245,Sacramento
17274,ACBU,1,U ST,4908,Sacramento
65964,ACBU,1,STOCKTON BLVD,2425,Sacramento
21257,ACBU,1,RIVERSIDE BLVD,6735,Sacramento
94744,ACBU,1,H ST,1220,Sacramento
60080,ACBU,1,3RD AVE,3909,Sacramento
64134,ACBU,2,20TH ST,1430,Sacramento
78079,ACBU,1,10TH ST,1118,Sacramento
23358,ACBU,2,40TH ST,1909,Sacramento
22565,ACBU,1,MACK RD,4945,Sacramento
14988,ACBU,1,FRUITRIDGE RD,6552,Sacramento
5871,ACBU,1,4TH AVE,3880,Sacramento
81188,ACBU,1,24TH ST,6600,Sacramento
48410,ACBU,1,FERNLEY AVE,2292,Sacramento
9918,ACBU,2,18TH ST,1910,Sacramento
81573,ACBU,2,21ST ST,2020,Sacramento
52273,ACBU,2,17TH ST,1510,Sacramento
7921,ACBU,1,24TH ST,7000,Sacramento
8650,ACBU,1,O ST,750,Sacramento
1361,ACBU,2,DEL PASO BLVD,2431,Sacramento
69823,ACBU,3,PRESIDIO ST,3628,Sacramento
89270,ACBU,2,T ST,5217,Sacramento
45083,ACBU,1,P ST,1116,Sacramento
77173,ACBU,2,O ST,1824,Sacramento
55490,ACBU,1,STOCKTON BLVD,2101,Sacramento
12806,ACBU,1,FRIENZA AVE,916,Sacramento
1149,ACBU,1,POWER INN RD,3500,Sacramento
40209,ACBU,2,O ST,1820,Sacramento
69369,ACBU,1,24TH ST,6600,Sacramento
52702,ACBU,1,MACK RD,4945,Sacramento
80281,ACBU,2,G ST,1051,Sacramento
56379,ACBU,2,X ST,910,Sacramento
20513,ACBU,1,7TH ST,1727,Sacramento
19402,ACBU,2,39TH ST,1901,Sacramento
57845,ACBU,1,DAYTON ST,2100,Sacramento
44422,ACBU,1,12TH ST,700,Sacramento
29577,ACBU,1,BROADWAY,2719,Sacramento
89068,ACBU,2,O ST,1816,Sacramento
69831,ACBU,1,IVY ST,3723,Sacramento
17694,ACBU,1,U ST,4852,Sacramento
83252,ACBU,1,25TH ST,1312,Sacramento
82036,ACBU,2,U ST,1521,Sacramento
54327,ACBU,1,23RD ST,2229,Sacramento
93949,ACBU,1,19TH ST,1900,Sacramento
43646,ACBU,1,3RD AVE,3994,Sacramento
6122,ACBU,1,54TH ST,5336,Sacramento
35947,ACBU,1,POWER INN RD,3500,Sacramento
3915,ACBU,2,O ST,1500,Sacramento
14598,ACBU,1,7TH ST,750,Sacramento
75788,ACBU,1,MANORSIDE DR,7879,Sacramento
89426,ACBU,1,4TH AVE,3949,Sacramento
87279,ACBU,1,24TH ST,6600,Sacramento
85425,ACBU,1,6TH AVE,3409,Sacramento
15580,ACBU,2,VERANO ST,2039,Sacramento
35053,ACBU,2,25TH ST,2947,Sacramento
14745,ACBU,1,54TH ST,5349,Sacramento
9690,ACBU,1,W CURTIS DR,3349,Sacramento
83712,ACBU,1,25TH ST,1306,Sacramento
28637,ACBU,1,24TH ST,7000,Sacramento
88838,ACBU,1,25TH ST,2501,Sacramento
60389,ACBU,1,FERNLEY AVE,2298,Sacramento
78262,ACBU,2,ARDEN WAY,500,Sacramento
35946,ACBU,1,POWER INN RD,3500,Sacramento
83784,ACBU,1,U ST,4883,Sacramento
51692,ACBU,1,MACK RD,4900,Sacramento
68885,ACBU,2,13TH ST,2031,Sacramento
48019,ACBU,2,D ST,2119,Sacramento
77171,ACBU,1,25TH ST,2014,Sacramento
93168,ACBU,2,FLORIN RD,845,Sacramento
67461,ACBU,1,STOCKTON BLVD,2101x,Sacramento
1962,ACBU,2,14TH ST,1401,Sacramento
20556,ACBU,1,7TH ST,750,Sacramento
44407,ACBU,1,F ST,1407,Sacramento
81624,ACBU,1,20TH ST,929,Sacramento
82189,ACBU,1,CANTALIER ST,2164,Sacramento
84175,ACBU,1,V ST,5601,Sacramento
36079,ACBU,1,3RD AVE,3939,Sacramento
59700,ACBU,2,19TH ST,614,Sacramento
5778,ACBU,1,POWER INN RD,3300X,Sacramento
89442,ACBU,1,39TH ST,3860,Sacramento
49648,ACBU,3,J ST,1630,Sacramento
20151,ACBU,2,G ST,1051,Sacramento
66053,ACBU,1,4TH AVE,3957,Sacramento
9395,ACBU,6,NATOMA WAY,3908,Sacramento
87022,ACBU,2,12TH AVE,4835,Sacramento
52264,ACBU,1,18TH ST,1510,Sacramento
66263,ACBU,1,RIVERSIDE BLVD,3211,Sacramento
46411,ACBU,2,4TH ST,2015,Sacramento
53919,ACBU,1,P ST,1930,Sacramento
36364,ACBU,1,Y ST,4924,Sacramento
94707,ACBU,2,I ST,2000,Sacramento
35593,ACBU,1,52ND ST,1901,Sacramento
17743,ACBU,1,POWER INN RD,3500,Sacramento
3555,ACBU,1,21ST ST,1118,Sacramento
95090,ACBU,1,ALHAMBRA BLVD,1116,Sacramento
36549,ACBU,1,CYPRESS ST,3500,Sacramento
49822,ACBU,1,FRIENZA AVE,916,Sacramento
83713,ACBU,1,25TH ST,1312,Sacramento
42448,ACBU,1,53RD ST,2509,Sacramento
28638,ACBU,1,24TH ST,7000,Sacramento
52026,ACBU,3,MAHOGANY ST,3912,Sacramento
220,ACBU,1,CLAY ST,3821,Sacramento
5731,ACBU,1,U ST,4824,Sacramento
74251,ACBU,1,4TH ST,2011,Sacramento
41612,ACBU,1,3RD AVE,3915,Sacramento
13222,ACBU,1,POWER INN RD,3500,Sacramento
27938,ACBU,1,3RD AVE,2730,Sacramento
59391,ACBU,1,16TH ST,2416,Sacramento
45046,ACBU,2,T ST,1331,Sacramento
35792,ACBU,1,L ST,2500,Sacramento
68592,ACBU,1,STOCKTON BLVD,2425,Sacramento
44560,ACBU,1,KEUSMAN ST,8430,Sacramento
69215,ACBU,2,49TH ST,1632,Sacramento
83459,ACBU,2,O ST,2220,Sacramento
48510,ACBU,2,HURON ST,3820,Sacramento
94716,ACBU,1,24TH ST,2331,Sacramento
69643,ACBU,2,21ST ST,1118,Sacramento
26235,ACBU,2,H ST,3997,Sacramento
46199,ACBU,1,5TH AVE,2570,Sacramento
68250,ACBU,4,H ST,4007,Sacramento
35062,ACBU,1,MONTGOMERY WAY,3038,Sacramento
93178,ACBU,2,FLORIN RD,845,Sacramento
11782,ACBU,3,U ST,4133,Sacramento
30008,ACBU,1,3RD AVE,3920,Sacramento
26726,ACBU,1,6TH ST,500,Sacramento
42764,ACBU,1,MAYBROOK DR,2928,Sacramento
14599,ACBU,1,7TH ST,750,Sacramento
29772,ACBU,1,U ST,2031,Sacramento
24712,ACBU,1,WATERFORD RD,2021,Sacramento
58976,ACBU,1,O ST,1431,Sacramento
71826,ACBU,1,21ST ST,507,Sacramento
3918,ACBU,2,25TH ST,2500,Sacramento
18199,ACBU,1,CANTALIER ST,652,Sacramento
47355,ACBU,2,28TH ST,1921,Sacramento
50880,ACBU,2,MESSINA DR,451,Sacramento
94026,ACBU,1,ALHAMBRA BLVD,2101,Sacramento
42169,ACBU,1,3RD AVE,3914,Sacramento
87724,ACBU,1,F ST,1601,Sacramento
13372,ACBU,2,O ST,1422,Sacramento
46251,ACBU,1,22ND ST,2824,Sacramento
87280,ACBU,1,24TH ST,6600,Sacramento
55537,ACBU,1,NORTHGATE BLVD,2682,Sacramento
26319,ACBU,1,D ST,2111,Sacramento
11763,ACBU,1,STOCKTON BLVD,2101x,Sacramento
28290,ACBU,3,9TH ST,901,Sacramento
59878,ACBU,1,33RD ST,1333,Sacramento
3772,ACBU,1,DOUGLAS ST,3400,Sacramento
58984,ACBU,1,17TH ST,413,Sacramento
77222,ACBU,1,25TH ST,1516,Sacramento
44614,ACBU,1,F ST,600,Sacramento
35617,ACBU,1,POCKET RD,8081,Sacramento
67454,ACBU,1,POWER INN RD,3300X,Sacramento
15324,ACBU,2,22ND ST,816,Sacramento
62580,ACBU,2,H ST,4810,Sacramento
88097,ACBU,1,20TH ST,1430,Sacramento
74748,ACBU,1,8TH ST,750,Sacramento
28457,ACBU,1,MEER WAY,2012,Sacramento
8728,ACBU,2,N ST,800,Sacramento
82685,ACBU,1,71ST ST,7100,Sacramento
76410,ACBU,1,24TH ST,6600,Sacramento
84191,ACBU,1,CLIFTON RD,8018,Sacramento
93421,ACBU,1,65TH ST,3905,Sacramento
69621,ACBU,1,67TH ST,4121,Sacramento
87674,ACBU,1,JOHN STILL DR,2158,Sacramento
33464,ACBU,1,MACK RD,5051,Sacramento
34185,ACBU,2,17TH ST,1918,Sacramento
27584,ACBU,3,G ST,2000,Sacramento
6123,ACBU,1,54TH ST,2501,Sacramento
61622,ACBU,2,23RD ST,2229,Sacramento
56512,ACBU,2,D ST,1110,Sacramento
2692,ACBU,2,Q ST,1615,Sacramento
30272,ACBU,2,EL MONTE AVE,1826,Sacramento
74152,ACBU,1,15TH ST,515,Sacramento
9329,ACBU,1,RIPLEY ST,2245,Sacramento
83714,ACBU,1,26TH ST,1324,Sacramento
82221,ACBU,1,WESTLAKE PKWY,6,Sacramento
81535,ACBU,1,65TH ST,4601,Sacramento
26340,ACBU,2,13TH ST,316,Sacramento
23938,ACBU,1,4TH AVE,4116,Sacramento
62137,ACBU,2,UNIVERSITY AVE,1900,Sacramento
46826,ACBU,1,24TH ST,6600,Sacramento
66225,ACBU,1,8TH AVE,825,Sacramento
9893,ACBU,2,28TH ST,723,Sacramento
24149,ACBU,1,2ND AVE,2425,Sacramento
95016,ACBU,1,12TH ST,2117,Sacramento
49548,ACBU,1,3RD AVE,3939,Sacramento
88071,ACBU,2,12TH ST,2115,Sacramento
54162,ACBU,1,7TH AVE,3936,Sacramento
42255,ACBU,1,21ST ST,2660,Sacramento
81625,ACBU,2,20TH ST,929,Sacramento
21609,ACBU,3,MAHOGANY ST,3908,Sacramento
70122,ACBU,2,13TH ST,2212,Sacramento
91221,ACBU,1,U ST,4810,Sacramento
29164,ACBU,1,I ST,2206,Sacramento
22951,ACBU,1,KERN ST,3645,Sacramento
65954,ACBU,1,POWER INN RD,3300X,Sacramento
24242,ACBU,2,RIVERSIDE BLVD,1024,Sacramento
38947,ACBU,2,T ST,1927,Sacramento
26226,ACBU,1,I ST,817,Sacramento
55438,ACBU,1,20TH AVE,3627,Sacramento
79302,ACBU,1,U ST,4016,Sacramento
78600,ACBU,1,EDWIN WAY,1949,Sacramento
89463,ACBU,1,6TH AVE,3409,Sacramento
23604,ACBU,1,BROADWAY,2300,Sacramento
84071,ACBU,2,18TH ST,1707,Sacramento
3972,ACBU,1,X ST,1704,Sacramento
71607,ACBU,1,38TH ST,1446,Sacramento
5214,ACBU,1,V ST,5324,Sacramento
23927,ACBU,1,3RD AVE,3941,Sacramento
28913,ACBU,1,63RD ST,4660,Sacramento
35470,ACBU,1,25TH ST,2430,Sacramento
24192,ACBU,1,E ST,1811,Sacramento
50718,ACBU,3,EXCHANGE ST,625,Sacramento
16001,ACBU,1,F ST,801,Sacramento
51549,ACBU,1,24TH ST,6600,Sacramento
93495,ACBU,1,MANORSIDE DR,7842,Sacramento
15356,ACBU,1,17TH ST,400,Sacramento
28123,ACBU,1,19TH ST,1900,Sacramento
35537,ACBU,3,YALE ST,2019,Sacramento
5626,ACBU,1,20TH ST,1926,Sacramento
18532,ACBU,1,WATERFORD RD,2024,Sacramento
17325,ACBU,1,V ST,4233,Sacramento
29859,ACBU,1,U ST,4920,Sacramento
80154,ACBU,1,10TH ST,1817,Sacramento
2678,ACBU,1,11TH ST,1100,Sacramento
10794,ACBU,3,62ND ST,4221,Sacramento
82968,ACBU,1,FRANKLIN BLVD,2801,Sacramento
56383,ACBU,2,S ST,1900,Sacramento
1111,ACBU,3,25TH ST,617,Sacramento
59307,ACBU,1,FREEPORT BLVD,3215,Sacramento
36106,ACBU,1,LA SOLIDAD WAY,2961,Sacramento
23905,ACBU,2,33RD ST,2834,Sacramento
24881,ACBU,1,WESTLAKE PKWY,4601,Sacramento
85337,ACBU,1,POWER INN RD,3500,Sacramento
12087,ACBU,1,DISCOVERY WAY,1840,Sacramento
22748,ACBU,2,UNIVERSITY AVE,1900,Sacramento
86739,ACBU,1,Q ST,1401,Sacramento
23281,ACBU,2,E ST,2330,Sacramento
23759,ACBU,1,U ST,4872,Sacramento
11613,ACBU,2,U ST,2031,Sacramento
9884,ACBU,1,25TH ST,2500,Sacramento
43575,ACBU,1,V ST,5424,Sacramento
93465,ACBU,1,JOHN STILL DR,110,Sacramento
54025,ACBU,1,C ST,231,Sacramento
6006,ACBU,1,2ND AVE,2401,Sacramento
10618,ACBU,1,MACK RD,4945,Sacramento
69365,ACBU,1,24TH ST,7000,Sacramento
53392,ACBU,2,3RD ST,1913,Sacramento
72336,ACBU,1,FERNLEY AVE,2237,Sacramento
8579,ACBU,1,R ST,1801,Sacramento
83662,ACBU,2,9TH AVE,2549,Sacramento
10254,ACBU,2,9TH AVE,5259,Sacramento
20375,ACBU,5,MARYSVILLE BLVD,3271,Sacramento
78141,ACBU,2,52ND ST,5137,Sacramento
93890,ACBU,1,U ST,1330,Sacramento
61533,ACBU,1,11TH AVE,4409,Sacramento
52378,ACBU,1,FORREST ST,550,Sacramento
79349,ACBU,1,4TH AVE,3957,Sacramento
13332,ACBU,2,U ST,2100,Sacramento
7416,ACBU,2,21ST ST,1723,Sacramento
3583,ACBU,1,27TH ST,620,Sacramento
3970,ACBU,1,P ST,2531,Sacramento
67611,ACBU,2,T ST,2017,Sacramento
9801,ACBU,2,U ST,1610,Sacramento
1354,ACBU,1,52ND ST,5137,Sacramento
1349,ACBU,1,44TH ST,1841,Sacramento
42176,ACBU,1,3RD AVE,3977,Sacramento
53521,ACBU,1,POWER INN RD,3300X,Sacramento
59524,ACBU,3,13TH ST,3800,Sacramento
69749,ACBU,1,TALENT ST,2549,Sacramento
15052,ACBU,1,MACK RD,4960,Sacramento
52250,ACBU,3,3RD AVE,1825,Sacramento
37385,ACBU,2,ALHAMBRA BLVD,601,Sacramento
83933,ACBU,1,NORTHGATE BLVD,3150,Sacramento
88102,ACBU,1,27TH ST,1914,Sacramento
58127,ACBU,1,W ST,1717,Sacramento
5639,ACBU,1,18TH ST,2126,Sacramento
42451,ACBU,1,50TH ST,2409,Sacramento
83137,ACBU,1,28TH ST,721,Sacramento
93960,ACBU,1,27TH ST,2700,Sacramento
9667,ACBU,5,2ND ST,1400,Sacramento
15660,ACBU,1,5TH AVE,2570,Sacramento
9629,ACBU,2,11TH AVE,2763,Sacramento
45917,ACBU,1,17TH ST,411,Sacramento
58874,ACBU,1,21ST AVE,7300x,Sacramento
32377,ACBU,2,D ST,1013,Sacramento
19259,ACBU,1,4TH AVE,4112,Sacramento
5467,ACBU,1,DEL PASO BLVD,3135,Sacramento
50053,ACBU,1,K ST,2025,Sacramento
9590,ACBU,2,K ST,1029,Sacramento
93081,ACBU,1,24TH ST,6600,Sacramento
84223,ACBU,2,EL MONTE AVE,1820,Sacramento
88989,ACBU,1,J ST,2201,Sacramento
14830,ACBU,2,52ND ST,3625,Sacramento
24955,ACBU,1,30TH ST,2829,Sacramento
35805,ACBU,2,33RD ST,1408,Sacramento
82667,ACBU,2,65TH ST,4629,Sacramento
27679,ACBU,1,H ST,811,Sacramento
59867,ACBU,1,L ST,2500,Sacramento
77885,ACBU,1,STOCKTON BLVD,2101x,Sacramento
56820,ACBU,1,9TH ST,900,Sacramento
10894,ACBU,2,H ST,1419,Sacramento
32676,ACBU,1,21ST ST,2664,Sacramento
35252,ACBU,2,L ST,1906,Sacramento
79815,ACBU,1,MAIN AVE,250,Sacramento
23815,ACBU,1,POWER INN RD,3500,Sacramento
47393,ACBU,1,16TH ST,2416,Sacramento
53431,ACBU,1,26TH ST,1306,Sacramento
65905,ACBU,1,U ST,4818,Sacramento
91017,ACBU,1,MACK RD,4945,Sacramento
17071,ACBU,2,L ST,600,Sacramento
22789,ACBU,2,22ND ST,816,Sacramento
24116,ACBU,2,15TH ST,1521,Sacramento
74164,ACBU,2,H ST,3995,Sacramento
48213,ACBU,1,27TH ST,2525,Sacramento
42185,ACBU,1,NORTHGATE BLVD,3206,Sacramento
1115,ACBU,1,U ST,4932,Sacramento
30327,ACBU,1,CALVADOS AVE,2300,Sacramento
29603,ACBU,5,2ND ST,211,Sacramento
