Id.x,SpsCode,DBH,StreetName,City
51859,EUMA23,1,Btwn. Bake Pkwy and Lake Forest Dr,Irvine
36146,EUMA23,2,Btwn Yale Ave. and Jeffrey Rd.,Irvine
667,EUMA23,2,Amhurst Court Greenbelt,Irvine
2604,EUMA23,2,Btwn. Goldenglow St. and Beech Tree Ln.,Irvine
55314,EUMA23,2,Pinewood Park,Irvine
39680,EUMA23,1,Hicks Canyon Community Park,Irvine
30985,EUMA23,4,Dovecreek Park,Irvine
5778,EUMA23,2,Bren Park,Irvine
41164,EUMA23,1,Peters Canyon Trail,Irvine
21868,EUMA23,1,Btwn. Walnut Ave. and Deerfield Ave.,Irvine
40674,EUMA23,1,Btwn. Challenger and Adams,Irvine
4232,EUMA23,3,Btwn. Goldenglow St. and Beech Tree Ln.,Irvine
1118,EUMA23,1,Riparian Corridor,Irvine
14661,EUSI,1,Oak Creek Community Park,Irvine
10178,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
14613,EUSI,2,Oak Creek Community Park,Irvine
62227,EUSI,3,Btwn Sandburg Way and University Dr.,Irvine
34582,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
54126,EUSI,2,Harvard Athletic Park,Irvine
37756,EUSI,3,(08) Park Place WR,Irvine
46660,EUSI,1,Las Lomas Community Park,Irvine
43108,EUSI,1,Btwn. Jeffrey Rd. and Remington,Irvine
50295,EUSI,1,Btwn. Warner Ave. and Barranca Pkwy.,Irvine
59605,EUSI,1,Las Lomas Community Park,Irvine
14700,EUSI,1,Oak Creek Community Park,Irvine
35327,EUSI,1,Btwn. Portola Pkwy. and Champion Way,Irvine
14776,EUSI,2,Oak Creek Community Park,Irvine
16709,EUSI,3,Btwn. Park Pl. and Orange Arrow,Irvine
38358,EUSI,3,(08) Park Place WR,Irvine
48966,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
48994,EUSI,2,Slope,Irvine
12422,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
52759,EUSI,1,Btwn. Harvard Ave. and Campus Dr.,Irvine
51645,EUSI,3,Harvard Athletic Park,Irvine
45152,EUSI,1,Las Lomas Community Park,Irvine
41932,EUSI,1,(16c) Hudson WR,Irvine
6920,EUSI,2,Btwn Turtle Rock Dr. and Rockview,Irvine
5591,EUSI,1,Btwn Turtle Rock Park and Culver Dr.,Irvine
35380,EUSI,1,Btwn Yale Ave. and Jeffrey Rd.,Irvine
41601,EUSI,1,Btwn. Remington and Yale Ave.,Irvine
28706,EUSI,1,Parkways,Irvine
6922,EUSI,2,Btwn Turtle Rock Dr. and Rockview,Irvine
51604,EUSI,1,Harvard Athletic Park,Irvine
35780,EUSI,1,(09) Irvine Blvd. WR,Irvine
14671,EUSI,1,Oak Creek Community Park,Irvine
31700,EUSI,3,Btwn. Michelson Dr. and 405 Fwy.,Irvine
5557,EUSI,3,Btwn. 405 Fwy. and West Yale Loop,Irvine
58869,EUSI,3,Sand Canyon from Trabuco to Irvine Blvd.,Irvine
32013,EUSI,4,Dovecreek Park,Irvine
62446,EUSI,2,Btwn Sandburg Way and University Dr.,Irvine
52869,EUSI,1,Btwn. Harvard Ave. and Campus Dr.,Irvine
13322,EUSI,1,Bryan Ave. to Irvine Blvd.,Irvine
13240,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
37453,EUSI,3,(18) Bryan WR,Irvine
34129,EUSI,1,Btwn. Culver Dr. and Yale Ave.,Irvine
62456,EUSI,4,Btwn Sandburg Way and University Dr.,Irvine
41754,EUSI,1,Btwn. Remington and Yale Ave.,Irvine
35866,EUSI,1,Btwn. Culver Dr. and Yale Ave.,Irvine
41131,EUSI,1,,Irvine
35812,EUSI,2,(09) Irvine Blvd. WR,Irvine
24936,EUSI,1,Btwn. Irvine Center Dr. and Paseo Westpark,Irvine
40854,EUSI,1,Btwn. Trabuco Rd. and Southwood,Irvine
57791,EUSI,3,University Community Park,Irvine
44438,EUSI,1,,Irvine
1510,EUSI,3,Chaparral Park,Irvine
4141,EUSI,1,Las Lomas Community Park,Irvine
56807,EUSI,2,Harvard Athletic Park,Irvine
46734,EUSI,1,Las Lomas Community Park,Irvine
6543,EUSI,1,Shady Cyn. Roundabout,Irvine
40081,EUSI,1,(09) Irvine Blvd. WR,Irvine
3399,EUSI,1,Las Lomas Community Park,Irvine
42619,EUSI,2,(21c) Lewis WR,Irvine
34341,EUSI,1,Btwn Alton Pkwy. and Barranca Pkwy.,Irvine
9352,EUSI,3,"San Diego Creek n/s, e/o W Yale Lp",Irvine
22451,EUSI,2,"Channel, fom I-5 to Walnut.",Irvine
22847,EUSI,2,(20b) Edison WR,Irvine
2762,EUSI,1,Las Lomas Community Park,Irvine
22402,EUSI,1,"Channel, fom I-5 to Walnut.",Irvine
31991,EUSI,2,Dovecreek Park,Irvine
41634,EUSI,2,Btwn. Jeffrey Rd. and Remington,Irvine
50341,EUSI,1,Btwn. Warner Ave. and Barranca Pkwy.,Irvine
17803,EUSI,1,Btwn Alton Pkwy. and Barranca Pkwy.,Irvine
3338,EUSI,1,Las Lomas Community Park,Irvine
22452,EUSI,2,"Channel, fom I-5 to Walnut.",Irvine
19287,EUSI,2,Willows Park,Irvine
51764,EUSI,1,Btwn. Irvine Center Dr. and Paseo Westpark,Irvine
21426,EUSI,2,Btwn. Trabuco Rd. and Southwood,Irvine
45217,EUSI,2,San Diego Creek,Irvine
33622,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
19564,EUSI,1,(19d) Pepperwood Park WR,Irvine
5630,EUSI,2,San Diego Creek,Irvine
21482,EUSI,1,(15) Monticello WR,Irvine
52197,EUSI,1, ,Irvine
42438,EUSI,3,Btwn. Monroe and Culver Dr.,Irvine
54901,EUSI,2,Harvard Athletic Park,Irvine
35514,EUSI,1,Btwn Yale Ave. and Jeffrey Rd.,Irvine
40644,EUSI,1,Btwn. Jeffrey Rd. and Remington,Irvine
52767,EUSI,1,Btwn. Harvard Ave. and Campus Dr.,Irvine
30713,EUSI,1,Btwn. University Dr. and Stanford,Irvine
5451,EUSI,3,Btwn. Michelson Dr. and 405 Fwy.,Irvine
57657,EUSI,2,Harvard Athletic Park,Irvine
41962,EUSI,2,Btwn. Northwood and Monticello,Irvine
1358,EUSI,3,Chaparral Park,Irvine
2692,EUSI,1,Las Lomas Community Park,Irvine
62240,EUSI,2,Btwn Sandburg Way and University Dr.,Irvine
41713,EUSI,3,Btwn Yale Ave. and Monroe,Irvine
42616,EUSI,2,(21c) Lewis WR,Irvine
62398,EUSI,3,Btwn Sandburg Way and University Dr.,Irvine
5333,EUSI,1,Btwn Turtle Rock Dr. and Rockview,Irvine
14592,EUSI,2,Oak Creek Community Park,Irvine
9353,EUSI,2,"San Diego Creek n/s, e/o W Yale Lp",Irvine
62408,EUSI,3,Btwn Sandburg Way and University Dr.,Irvine
48737,EUSI,1,Slope,Irvine
3370,EUSI,1,Las Lomas Community Park,Irvine
34293,EUSI,6,Animal Care Center,Irvine
8988,EUSI,4,"San Diego Creek n/s, e/o W Yale Lp",Irvine
14675,EUSI,3,Oak Creek Community Park,Irvine
12621,EUSI,2,Dovecreek Park,Irvine
24698,EUSI,1,(19e) Columbus WR,Irvine
13721,EUSI,3,Oak Creek Community Park,Irvine
30957,EUSI,1,Dovecreek Park,Irvine
29744,EUSI,3,Btwn Turtle Rock Dr. and Rockview,Irvine
13795,EUSI,3,Oak Creek Community Park,Irvine
14643,EUSI,3,Oak Creek Community Park,Irvine
41548,EUSI,1,Btwn. Remington and Yale Ave.,Irvine
1261,EUSI,1,San Diego Creek,Irvine
49932,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
34172,EUSI,4,Animal Care Center,Irvine
50001,EUSI,1,Btwn. Irvine Center Dr. and Paseo Westpark,Irvine
55843,EUSI,2,Harvard Athletic Park,Irvine
55500,EUSI,2,Harvard Athletic Park,Irvine
41999,EUSI,2,(09) Irvine Blvd. WR,Irvine
15269,EUSI,3,Oak Creek Community Park,Irvine
5326,EUSI,2,Btwn. Concordia and Hillgate,Irvine
40643,EUSI,2,Btwn. Jeffrey Rd. and Remington,Irvine
40172,EUSI,1,(09) Irvine Blvd. WR,Irvine
51601,EUSI,1,Harvard Athletic Park,Irvine
28691,EUSI,1,,Irvine
40571,EUSI,2,Btwn. Jeffrey Rd. and Remington,Irvine
39218,EUSI,1,(09) Irvine Blvd. WR,Irvine
35493,EUSI,1,Btwn. Portola Pkwy. and Champion Way,Irvine
26181,EUSI,3,Slope,Irvine
42165,EUSI,1,Viewpark Trail,Irvine
58517,EUSI,2,Harvard Athletic Park,Irvine
53505,EUSI,1,Btwn. Harvard Ave. and Campus Dr.,Irvine
14627,EUSI,2,Oak Creek Community Park,Irvine
12410,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
48661,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
58040,EUSI,1,Heritage Community Park,Irvine
6525,EUSI,1,Shady Cyn. Roundabout,Irvine
5454,EUSI,2,Btwn. 405 Fwy. and West Yale Loop,Irvine
4302,EUSI,1,Las Lomas Community Park,Irvine
28651,EUSI,1,Parkways,Irvine
35693,EUSI,2,(09) Irvine Blvd. WR,Irvine
34580,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
40807,EUSI,3,Btwn. Yale Ave. and Hampton,Irvine
12549,EUSI,6,Animal Care Center,Irvine
7462,EUSI,3,Btwn. University Ave. and Sandburg Way,Irvine
49915,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
43185,EUSI,1,(21c) Lewis WR,Irvine
16376,EUSI,2,Oak Creek Community Park,Irvine
33512,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
57177,EUSI,2,Heritage Community Park,Irvine
55709,EUSI,2,Harvard Athletic Park,Irvine
17503,EUSI,6,Btwn Alton Pkwy. and Barranca Pkwy.,Irvine
40676,EUSI,2,Btwn. Yale Ave. and Hampton,Irvine
41749,EUSI,2,Btwn Yale Ave. and Monroe,Irvine
11101,EUSI,1,,Irvine
13736,EUSI,1,Oak Creek Community Park,Irvine
41681,EUSI,2,Btwn. Remington and Yale Ave.,Irvine
46689,EUSI,1,Las Lomas Community Park,Irvine
45305,EUSI,1,Las Lomas Community Park,Irvine
13898,EUSI,2,Btwn. Orange Arrow and Hicks Canyon Rd.,Irvine
3926,EUSI,2,At NE of Shady Canyon Dr And Culver Dr,Irvine
48603,EUSI,2,Heritage Community Park,Irvine
32015,EUSI,3,Dovecreek Park,Irvine
6903,EUSI,2,Btwn. Concordia and Hillgate,Irvine
6879,EUSI,4,Dovecreek Park,Irvine
37592,EUSI,1,The Lakes Apartments,Irvine
32887,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
1523,EUSI,4,Chaparral Park,Irvine
52758,EUSI,1,Btwn. Harvard Ave. and Campus Dr.,Irvine
13717,EUSI,2,Oak Creek Community Park,Irvine
13735,EUSI,3,Oak Creek Community Park,Irvine
34617,EUSI,5,Animal Care Center,Irvine
1584,EUSI,4,Chaparral Park,Irvine
1359,EUSI,2,Chaparral Park,Irvine
34823,EUSI,1,Btwn. Culver Dr. and Yale Ave.,Irvine
15302,EUSI,3,Oak Creek Community Park,Irvine
12140,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
40972,EUSI,1,,Irvine
14633,EUSI,1,Oak Creek Community Park,Irvine
41767,EUSI,3,Btwn. Monroe and Culver Dr.,Irvine
52772,EUSI,1,Btwn. Harvard Ave. and Campus Dr.,Irvine
4119,EUSI,1,Las Lomas Community Park,Irvine
45194,EUSI,1,Las Lomas Community Park,Irvine
10180,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
17386,EUSI,2,Btwn. Park Pl. and Orange Arrow,Irvine
16582,EUSI,1,Oak Creek Community Park,Irvine
35527,EUSI,1,Btwn Yale Ave. and Jeffrey Rd.,Irvine
12167,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
48965,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
37706,EUSI,2,(08) Park Place WR,Irvine
57164,EUSI,2,Heritage Community Park,Irvine
37692,EUSI,2,(08) Park Place WR,Irvine
48583,EUSI,1,Btwn Walnut Ave. and Interstate 5,Irvine
35489,EUSI,1,Btwn Yale Ave. and Jeffrey Rd.,Irvine
41912,EUSI,3,(16c) Hudson WR,Irvine
58837,EUSI,4,Sand Canyon from Trabuco to Irvine Blvd.,Irvine
23748,EUSI,2,(19c) Tory WR,Irvine
14614,EUSI,3,Oak Creek Community Park,Irvine
14727,EUSI,2,Oak Creek Community Park,Irvine
48263,EUSI,2,San Diego Creek,Irvine
36856,EUSI,1,(08) Park Place WR,Irvine
51734,EUSI,2,Harvard Athletic Park,Irvine
17751,EUSI,2,Oak Creek Community Park,Irvine
31038,EUSI,3,Windrow Community Park,Irvine
13723,EUSI,3,Oak Creek Community Park,Irvine
5220,EUSI,3,Btwn. 405 Fwy. and West Yale Loop,Irvine
49137,EUSI,3,Btwn. Michelson Dr. and 405 Fwy.,Irvine
59257,EUSI,2,Dovecreek Park,Irvine
7501,EUSI,1,Shady Cyn. Roundabout,Irvine
58830,EUSI,4,Sand Canyon from Trabuco to Irvine Blvd.,Irvine
62402,EUSI,3,Btwn Sandburg Way and University Dr.,Irvine
45201,EUSI,1,Las Lomas Community Park,Irvine
40900,EUSI,1,(09) Irvine Blvd. WR,Irvine
55778,EUSI,4,Harvard Athletic Park,Irvine
46626,EUSI,1,Las Lomas Community Park,Irvine
38660,EUSI,2,(17b) Allegheny WR,Irvine
6683,EUSI,3,btwn. Michelson & University,Irvine
62422,EUSI,2,Btwn Sandburg Way and University Dr.,Irvine
14635,EUSI,3,Oak Creek Community Park,Irvine
50669,EUSI,1,Btwn. Irvine Center Dr. and Paseo Westpark,Irvine
39299,EUSI,2,(09) Irvine Blvd. WR,Irvine
44671,EUSI,2,San Diego Creek,Irvine
6532,EUSI,1,Shady Cyn. Roundabout,Irvine
16574,EUSI,3,Oak Creek Community Park,Irvine
30077,EUSI,1,From Michelson to 2nd drivewa,Irvine
56717,EUSI,1,Heritage Community Park,Irvine
18103,EUSI,1,Btwn Alton Pkwy. and Barranca Pkwy.,Irvine
40722,EUSI,1,Btwn. Jeffrey Rd. and Remington,Irvine
34597,EUSI,1,Btwn. Culver Dr. and Yale Ave.,Irvine
4830,EUSI,1,Las Lomas Community Park,Irvine
9310,EUSI,3,"San Diego Creek n/s, e/o W Yale Lp",Irvine
23728,EUSI,3,(19d) Pepperwood Park WR,Irvine
13875,EUSI,3,Btwn. Orange Arrow and Hicks Canyon Rd.,Irvine
29436,EUSI,3,,Irvine
46760,EUSI,1,Las Lomas Community Park,Irvine
12265,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
41473,EUSI,3,Btwn. Southwood and Bryan Ave.,Irvine
44439,EUSI,2,,Irvine
32430,EUSI,3,Btwn. Michelson Dr. and 405 Fwy.,Irvine
58792,EUSI,1,Las Lomas Community Park,Irvine
12283,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
58491,EUSI,2,Harvard Athletic Park,Irvine
8276,EUSI,3,Btwn. Yale Ave. and Jordan Ave.,Irvine
34482,EUSI,1,Btwn. State Route 261 and Comstock Pkwy.,Irvine
58560,EUSI,2,Harvard Athletic Park,Irvine
42960,EUSI,2,(14) Mayflower WR,Irvine
40853,EUSI,1,(09) Irvine Blvd. WR,Irvine
4173,EUSI,1,Las Lomas Community Park,Irvine
9378,EUSI,3,"San Diego Creek n/s, e/o W Yale Lp",Irvine
40929,EUSI,1,Viewpark Trail,Irvine
25450,EUSI,1,(17c) Mecklenberg WR,Irvine
28775,EUSI,1,Parkways,Irvine
14786,EUSI,3,Oak Creek Community Park,Irvine
55132,EUSI,2,Harvard Athletic Park,Irvine
6838,EUSI,3,Dovecreek Park,Irvine
52898,EUSI,1,Btwn. Harvard Ave. and Campus Dr.,Irvine
56152,EUSI,2,Harvard Athletic Park,Irvine
44440,EUSI,1,(21c) Lewis WR,Irvine
42436,EUSI,2,(21c) Lewis WR,Irvine
50078,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
43219,EUSI,3,,Irvine
4117,EUSI,1,Las Lomas Community Park,Irvine
59095,EUSI,4,Chaparral Park,Irvine
1278,EUSI,5,Chaparral Park,Irvine
13319,EUSI,1,Bryan Ave. to Irvine Blvd.,Irvine
1051,EUSI,1,Btwn Turtle Rock Park and Culver Dr.,Irvine
5050,EUSI,1,Alton Athletic Park,Irvine
17772,EUSI,1,Oak Creek Community Park,Irvine
34895,EUSI,1,Peters Canyon Trail,Irvine
28818,EUSI,1,Btwn. University Dr. and Stanford,Irvine
45940,EUSI,1,Las Lomas Community Park,Irvine
3802,EUSI,1,Btwn. University Dr. and Stanford,Irvine
7463,EUSI,3,Btwn. University Ave. and Sandburg Way,Irvine
32782,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
45204,EUSI,1,Las Lomas Community Park,Irvine
11917,EUSI,1,Viewpark Trail,Irvine
29197,EUSI,2,,Irvine
62441,EUSI,3,Btwn Sandburg Way and University Dr.,Irvine
38716,EUSI,1,(15) Monticello WR,Irvine
3365,EUSI,1,Las Lomas Community Park,Irvine
46688,EUSI,1,Las Lomas Community Park,Irvine
8252,EUSI,2,Slope btwn. Alton Pkwy. and Fortune,Irvine
35728,EUSI,2,(09) Irvine Blvd. WR,Irvine
31599,EUSI,1,Btwn Turtle Rock Dr. and Rockview,Irvine
44358,EUSI,1,Las Lomas Community Park,Irvine
13718,EUSI,3,Oak Creek Community Park,Irvine
32826,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
57322,EUSI,1,Heritage Community Park,Irvine
30866,EUSI,1,Btwn Turtle Rock Dr. and Rockview,Irvine
15854,EUSI,1,Btwn. Harvard Ave. and Campus Dr.,Irvine
33330,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
7941,EUSI,1,Btwn. Culver Dr. and Yale Ave.,Irvine
33329,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
52342,EUSI,4,Slope,Irvine
32783,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
30728,EUSI,1,Btwn. Michelson Dr. and 405 Fwy.,Irvine
62430,EUSI,3,Btwn Sandburg Way and University Dr.,Irvine
14094,EUSI,1,Btwn. Harvard Ave. and Campus Dr.,Irvine
32858,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
58214,EUSI,4,Animal Care Center,Irvine
52690,EUSI,2,Heritage Community Park,Irvine
51669,EUSI,3,Harvard Athletic Park,Irvine
34603,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
17750,EUSI,3,Oak Creek Community Park,Irvine
34691,EUSI,1,Btwn Yale Ave. and Jeffrey Rd.,Irvine
53506,EUSI,6,Btwn. Harvard Ave. and Campus Dr.,Irvine
58717,EUSI,1,Col. Bill Barber Park,Irvine
15493,EUSI,3,Oak Creek Community Park,Irvine
50077,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
53579,EUSI,1,"Channel, from I-5 to Walnut.",Irvine
22401,EUSI,1,"Channel, from I-5 to Walnut.",Irvine
38770,EUSI,2,(15) Monticello WR,Irvine
32893,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
4727,EUSI,2,btwn. Michelson & University,Irvine
49846,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
34019,EUSI,1,Btwn. Culver Dr. and Yale Ave.,Irvine
43216,EUSI,2,,Irvine
9720,EUSI,2,Slope btwn. Alton Pkwy. and Fortune,Irvine
4744,EUSI,1,At NE of Shady Canyon Dr And Culver Dr,Irvine
17907,EUSI,4,Windrow Community Park,Irvine
50500,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
54547,EUSI,1,Btwn. Harvard Ave. and Campus Dr.,Irvine
39245,EUSI,2,(09) Irvine Blvd. WR,Irvine
23515,EUSI,1,"Channel, fom I-5 to Walnut.",Irvine
58540,EUSI,2,Harvard Athletic Park,Irvine
34460,EUSI,1,Btwn. State Route 261 and Comstock Pkwy.,Irvine
42753,EUSI,2,Btwn. Monroe and Culver Dr.,Irvine
2420,EUSI,1,Las Lomas Community Park,Irvine
58144,EUSI,1,Las Lomas Community Park,Irvine
55028,EUSI,1,Harvard Athletic Park,Irvine
16576,EUSI,3,Oak Creek Community Park,Irvine
39884,EUSI,2,Btwn. Challenger and Adams,Irvine
62439,EUSI,2,Btwn Sandburg Way and University Dr.,Irvine
34974,EUSI,1,Btwn Yale Ave. and Jeffrey Rd.,Irvine
16370,EUSI,2,Oak Creek Community Park,Irvine
14641,EUSI,3,Oak Creek Community Park,Irvine
49977,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
37006,EUSI,1,Btwn Yale Ave. and Jeffrey Rd.,Irvine
22491,EUSI,1,"Channel, fom I-5 to Walnut.",Irvine
54433,EUSI,5,Heritage Community Park,Irvine
41259,EUSI,2,(18) Bryan WR,Irvine
4165,EUSI,1,Las Lomas Community Park,Irvine
57106,EUSI,2,Harvard Athletic Park,Irvine
62391,EUSI,3,Btwn Sandburg Way and University Dr.,Irvine
7698,EUSI,1,(09) Irvine Blvd. WR,Irvine
1506,EUSI,3,Chaparral Park,Irvine
23635,EUSI,1,Btwn. Irvine Center Dr. and Paseo Westpark,Irvine
39337,EUSI,1,(09) Irvine Blvd. WR,Irvine
45198,EUSI,1,Las Lomas Community Park,Irvine
34602,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
49908,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
45090,EUSI,1,Las Lomas Community Park,Irvine
35421,EUSI,1,Btwn Yale Ave. and Jeffrey Rd.,Irvine
30004,EUSI,1,Btwn. University Dr. and Stanford,Irvine
58720,EUSI,2,Col. Bill Barber Park,Irvine
29743,EUSI,3,Btwn Turtle Rock Dr. and Rockview,Irvine
1147,EUSI,4,Chaparral Park,Irvine
45298,EUSI,1,Las Lomas Community Park,Irvine
18321,EUSI,2,Oak Creek Community Park,Irvine
35517,EUSI,1,Btwn Yale Ave. and Jeffrey Rd.,Irvine
35473,EUSI,1,Btwn. Portola Pkwy. and Champion Way,Irvine
26475,EUSI,1,Btwn. Ridge Valley and Silverado,Irvine
44747,EUSI,1,Btwn. Jeffrey Rd. and Remington,Irvine
10760,EUSI,1,Peters Canyon Trail,Irvine
34249,EUSI,3,Animal Care Center,Irvine
6468,EUSI,1,Shady Cyn. Roundabout,Irvine
13323,EUSI,2,Btwn. Orange Arrow and Hicks Canyon Rd.,Irvine
49955,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
53073,EUSI,1,Valencia Park,Irvine
17325,EUSI,1,Btwn. Monticello and Bryan Ave.,Irvine
8387,EUSI,3,Btwn. Yale Ave. and Jordan Ave.,Irvine
47355,EUSI,1,Las Lomas Community Park,Irvine
23023,EUSI,1,Btwn. Irvine Center Dr. and Paseo Westpark,Irvine
42552,EUSI,6,(21c) Lewis WR,Irvine
34461,EUSI,1,Btwn. Comstock Pkwy. and Jamboree Rd.,Irvine
39368,EUSI,1,(09) Irvine Blvd. WR,Irvine
10181,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
4927,EUSI,1,Las Lomas Community Park,Irvine
14589,EUSI,2,Oak Creek Community Park,Irvine
34216,EUSI,5,Animal Care Center,Irvine
41264,EUSI,1,(09) Irvine Blvd. WR,Irvine
56822,EUSI,2,Heritage Community Park,Irvine
39434,EUSI,2,(17c) Mecklenberg WR,Irvine
35609,EUSI,1,Btwn Yale Ave. and Jeffrey Rd.,Irvine
42384,EUSI,3,Btwn. Remington and Yale Ave.,Irvine
52794,EUSI,1,Btwn. Harvard Ave. and Campus Dr.,Irvine
37744,EUSI,1,(08) Park Place WR,Irvine
33541,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
12703,EUSI,1,Viewpark Trail,Irvine
56050,EUSI,2,Heritage Community Park,Irvine
33445,EUSI,2,Btwn. Turtle Rock and Hillsborough,Irvine
32879,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
38164,EUSI,2,(17a) Yorktown WR,Irvine
31080,EUSI,3,Dovecreek Park,Irvine
32827,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
10667,EUSI,3,"San Diego Creek n/s, e/o W Yale Lp",Irvine
45193,EUSI,1,Las Lomas Community Park,Irvine
9420,EUSI,3,"San Diego Creek n/s, e/o W Yale Lp",Irvine
17664,EUSI,1,Btwn Alton Pkwy. and Barranca Pkwy.,Irvine
31081,EUSI,4,Dovecreek Park,Irvine
37757,EUSI,3,(08) Park Place WR,Irvine
31084,EUSI,3,Dovecreek Park,Irvine
34170,EUSI,2,Operations Support Facility,Irvine
1522,EUSI,3,Chaparral Park,Irvine
5705,EUSI,2,btwn. Michelson & University,Irvine
35629,EUSI,1,(09) Irvine Blvd. WR,Irvine
4633,EUSI,2,Btwn Turtle Rock Park and Culver Dr.,Irvine
14673,EUSI,3,Oak Creek Community Park,Irvine
24897,EUSI,2,(20b) Edison WR,Irvine
13956,EUSI,2,Btwn. Orange Arrow and Hicks Canyon Rd.,Irvine
15268,EUSI,3,Oak Creek Community Park,Irvine
54936,EUSI,1,Heritage Community Park,Irvine
48701,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
38763,EUSI,1,(17c) Mecklenberg WR,Irvine
43392,EUSI,2,(16c) Hudson WR,Irvine
42442,EUSI,2,Btwn. Monroe and Culver Dr.,Irvine
58829,EUSI,2,Sand Canyon from Trabuco to Irvine Blvd.,Irvine
41760,EUSI,2,Btwn Yale Ave. and Monroe,Irvine
14657,EUSI,1,Oak Creek Community Park,Irvine
40017,EUSI,2,(09) Irvine Blvd. WR,Irvine
4315,EUSI,1,Las Lomas Community Park,Irvine
56063,EUSI,3,Harvard Athletic Park,Irvine
14584,EUSI,3,Oak Creek Community Park,Irvine
52289,EUSI,2,Slope,Irvine
41863,EUSI,2,Btwn Yale Ave. and Monroe,Irvine
34601,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
36593,EUSI,2,(09) Irvine Blvd. WR,Irvine
29182,EUSI,3,Btwn. University Ave. and Sandburg Way,Irvine
56042,EUSI,2,Heritage Community Park,Irvine
49882,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
52486,EUSI,1,Harvard Athletic Park,Irvine
27663,EUSI,1,Btwn. Irvine Center Dr. and Paseo Westpark,Irvine
14674,EUSI,1,Oak Creek Community Park,Irvine
33414,EUSI,1,Laguna Cyn. to Shady Cyn.,Irvine
45030,EUSI,1,Las Lomas Community Park,Irvine
62239,EUSI,3,Btwn Sandburg Way and University Dr.,Irvine
4351,EUSI,1,Las Lomas Community Park,Irvine
34894,EUSI,1,Peters Canyon Trail,Irvine
40670,EUSI,1,Btwn. Remington and Yale Ave.,Irvine
2693,EUSI,1,Las Lomas Community Park,Irvine
28820,EUSI,1,Btwn. University Dr. and Stanford,Irvine
56546,EUSI,2,Heritage Community Park,Irvine
36139,EUSI,1,Btwn Yale Ave. and Jeffrey Rd.,Irvine
13734,EUSI,1,Oak Creek Community Park,Irvine
34729,EUSI,1,(09) Irvine Blvd. WR,Irvine
37867,EUSI,2,Btwn. Hacienda and Ultimo,Irvine
10167,EUSI,1,Peters Canyon Trail,Irvine
59602,EUSI,2,Sand Canyon from Trabuco to Irvine Blvd.,Irvine
5430,EUSI,2,Btwn. 405 Fwy. and West Yale Loop,Irvine
24701,EUSI,1,(20b) Edison WR,Irvine
23550,EUSI,1,Btwn. Irvine Center Dr. and Paseo Westpark,Irvine
41021,EUSI,1,,Irvine
14111,EUSI,1,Btwn. Paseo Westpark and Warner Ave.,Irvine
